id,source,instructions,student_1,student_2,student_3,student_4,student_5,student_6,student_7,student_8,student_9,student_10,student_11,student_12,student_13,student_14,student_15,student_16,student_17,student_18,student_19,student_20,student_21,student_22,student_23,student_24,student_25,student_26,student_27,student_28,student_29,student_30,student_31,student_32,student_33,student_34,student_35,student_36,student_37,student_38,student_39,student_40
64,CodeWorkout,"Consider the series of numbers beginning at start and running up to but not including end, so for example start=1 and end=5 gives the series 1, 2, 3, 4. Return a new String[] array containing the string form of these numbers, except in the case of multiples of 3, use ""Fizz"" instead of the number, and for multiples of 5 use ""Buzz"", and for multiples of both 3 and 5 use ""FizzBuzz"". In Java, String.valueOf(xxx) will make the String form of an int or other type.



##The solution of the given exercise is:
public String[] fizzBuzz(int start, int end)
{
    String[] arr = new String[end - start];
    for (int i = 0; i < arr.length; i++)
    {
        if ((i + start) % 3 == 0 && (i + start) % 5 == 0)
        {
            arr[i] = ""FizzBuzz"";
        }
        else if ((i + start) % 3 == 0)
        {
            arr[i] = ""Fizz"";
        }
        else if ((i + start) % 5 == 0)
        {
            arr[i] = ""Buzz"";
        }
        else
        {
            arr[i] = String.valueOf(start + i);
        }
    }
    return arr;
}

",0.0,1.0,1.0,1.0,0.0588235,0.0,1.0,0.117647,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.176471,0.352941,0.0,0.0,0.0,0.0588235,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0588235,1.0,0.0,0.0
67,CodeWorkout,"Given an array of ints, return true if the array contains two 7s next to each other, or there are two 7s separated by one element, such as with {7, 1, 7}. Otherwise, return false.



##The solution of the given exercise is:
public boolean has77(int[] nums)
{
    int blob = 0;
    for (int i = 0; i < nums.length - 1; i++)
    {
        if (i < nums.length - 2)
        {
            if (nums[i] == nums[i + 1] && nums[i] == 7)
        	{
            	blob = blob + 100;
        	}
            if (nums[i] == nums[i + 2] && nums[i] == 7)
            {
                blob = blob + 100;
            }
        }   
        else if (nums[i] == nums[i + 1] && nums[i] == 7)
        {
            blob = blob + 100;
        }
        else
        {
            blob = blob + 1;
        }
    }
    return blob >= 100;
}

",0.0,1.0,0.75,0.0,1.0,0.9,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9,0.7,0.0,0.9,0.0,1.0,1.0,1.0,0.9,1.0,1.0,0.0,0.0,0.75,0.0,0.0,0.7,0.9,0.0,1.0,0.0
70,CodeWorkout,"Given an array of ints, return true if every 2 that appears in the array is next to another 2. Otherwise, return false.



##The solution of the given exercise is:
public boolean twoTwo(int[] nums)
{
    int q = 0;
    for (int i = 0; i < nums.length; i++)
    {
        if (nums.length == 1 && nums[i] != 2)
        {
            return true;
        }
        if (nums[i] == 2)
        {
            if (nums.length == 1)
            {
                return false;
            }
        else if (i == 0)
        {
            if (nums[i + 1] == 2)
            {
                q = q + 0;
            }
            else
            {
                q = q + 100;
            }
        }
        else if (i == nums.length - 1)
        {
            if (nums[i - 1] == 2)
            {
                q += 0;
            }
            else
            {
                q += 100;
            }
        }
        else
        {
            if (nums[i - 1] == 2 || nums[i + 1] == 2)
            {
                q += 0;
            }
            else
            {
                q += 100;
            }
        }
        }
    }
    if ( q >= 100)
    {
        return false;
    }
    else
    {
        return true;
    }
}

",0.47619,1.0,0.0,0.52381,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6190479999999999,0.0,0.0,1.0,0.0,0.0,0.571429,1.0,0.6190479999999999,0.6190479999999999,0.0,0.0,1.0,1.0,0.761905,1.0,0.0,0.0,0.761905,0.0,0.0,0.0,0.0,1.0,0.571429,0.6190479999999999,0.0,0.0,1.0
71,CodeWorkout,"Given a non-empty array, return true if there is a place to split the array so that the sum of the numbers on one side is equal to the sum of the numbers on the other side.



##The solution of the given exercise is:
public boolean canBalance(int[] nums)
{
    int x = 0;
	int y;
	for(int i = 0; i < nums.length - 1; i++)
		x += nums[i];
	y = nums[nums.length-1];
	for(int i = nums.length - 2; i > 0; i--)
	{
		if(x == y)
			return true;
		x -= nums[i];
		y += nums[i];
	}
	return (x == y);
}

",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5625,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9375,1.0,0.4375,0.4375,1.0,1.0,0.0,1.0,1.0,1.0,0.375,1.0,0.0,1.0,0.0625,1.0,0.5625,0.0625,0.0,0.0,0.0
100,CodeWorkout,"For this problem, we'll round an int value up to the next multiple of 10 if its rightmost digit is 5 or more, so 15 rounds up to 20. Alternately, round down to the previous multiple of 10 if its rightmost digit is less than 5, so 12 rounds down to 10. Given 3 ints, a, b, and c, return the sum of their rounded values. To avoid code repetition, write a separate helper public int round10(int num) and call it 3 times. Write the helper entirely below and at the same indent level as roundSum().



##The solution of the given exercise is:
public int roundSum(int a, int b, int c)
{
    return round10(a) + round10(b) + round10(c);
}

public int round10(int num)
{
    int x = num % 10;
    if (x >= 5)
    {
        return num + (10 - x);
    }
    else
    {
        return num - x;
    }
}

",0.0,1.0,1.0,0.0,0.1428569999999999,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.357143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.392857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
101,CodeWorkout,"We want make a package of goal kilos of chocolate. We have small bars (1 kilo each) and big bars (5 kilos each). Return the number of small bars to use, assuming we always use big bars before small bars. Return -1 if it can't be done.



##The solution of the given exercise is:
public int makeChocolate(int small, int big, int goal)
{
    if (goal < 5)
    {
        return small;
    }
    else if (goal == big*5)
    {
        return 0;
    }
    else if (5*big < goal && (5*big + small) >= goal)
    {
    	return goal - 5*big;
    }
    else if (5*big > goal && small + (big - 1)*5 >= goal)
    {
        return goal - 5;
    }
    else
    {
        return -1;
    }
}

",0.0,0.92,1.0,0.0,0.0,0.0,0.0,1.0,0.92,0.0,1.0,0.52,1.0,0.92,0.0,0.32,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.8,1.0,0.0,1.0,0.0,0.0,0.16,0.0,0.0,0.52,0.0,0.0,0.8,0.0,0.0,0.0,0.76
102,CodeWorkout,"Given a string, if the same 2-character substring appears at both its beginning and end, return the contents of the string without the 2-character substring at the beginning. For example, ""HelloHe"" yields ""lloHe"". Note that the 2-character substring at the beginning may overlap with the one at the end, so ""Hi"" yields """". If the two characters at the start and end of the string do not match each other, return the original string unchanged.



##The solution of the given exercise is:
public String without2(String str) 
{
    if (str.length() > 1)
    {
    	int end = str.length();
    	if (str.substring(0, 2).equals(str.substring(end - 2, end)))
    	{
    		return str.substring(2);
    	}
    	else
    	{
        	return str;
    	}
    }
    else
    {
        return str;
    }
}

",0.0,1.0,0.307692,0.461538,1.0,1.0,0.0769231,1.0,1.0,1.0,0.0,0.307692,0.692308,1.0,0.307692,0.461538,1.0,0.0,0.0,0.0,0.461538,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.307692,0.0,0.0,0.0,0.307692,0.0,0.0,0.307692,1.0,1.0,0.0
104,CodeWorkout,"Write a function in Java that implements the following logic: Return a version of the given array where each zero value in the array is replaced by the largest odd value to the right of the zero in the array. If there is no odd value to the right of the zero, leave the zero as a zero. Hint: in solving this: you may use a second helper function if you want, say to find the largest odd value to the right of a specified position.



##The solution of the given exercise is:
public int[] zeroMax(int[] nums)
{
    int max = 0;
	for (int i = 0; i < nums.length -1; i++)
	{
		if (nums[i] == 0)
		{
			for (int x = i + 1; x <= nums.length -1; x++)
			{
				if ( nums[x] > max && nums[x] % 2 == 1 )
				max = nums[x];
			}
			nums[i] = max;
			max = 0;
		}
	}
return nums;
}

",1.0,1.0,0.0,0.0,1.0,0.0,0.333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.266667,0.0,0.266667,1.0,1.0,0.0
106,CodeWorkout,"Given an array of int values, return true if the group of n numbers at the start of the array is the same as the group of n numbers at the end of the array. For example, with {5, 6, 45, 99, 13, 5, 6}, the ends are the same for n == 0 and n == 2, and false for n == 1 and n == 3. You may assume that n is in the range 0..nums.length, inclusive.



##The solution of the given exercise is:
public boolean sameEnds(int[] nums, int n)
{
    if (n == 0)
    {
        if (nums.length == 0)
        {
            return true;
        }
        else if (nums[0] == nums[nums.length - 1])
        {
            return true;
        }
        else
        {
            return false;
        }
    }
    else if (n == 1)
    {
        if (nums[0] == nums[nums.length - n])
        {
            return true;
        }
        else
        {
            return false;
        }
    }
    else if (n == 2)
    {
        if (nums[0] == nums[nums.length - n] && nums[n - 1] == nums[nums.length - 1])
        {
            return true;
        }
        else
        {
            return false;
        }
    }
    else if (n == 3)
    {
        if (nums[0] == nums[nums.length - n] && nums[n - 1] == nums[nums.length - 1] && nums[n-2] == nums[nums.length-2])
        {
            return true;
        }
        else
        {
            return false;
        }
    }
    else if (n == 4)
    {
        if (nums[0] == nums[nums.length - n] && nums[n - 1] == nums[nums.length - 1] && nums[n-2] == nums[nums.length-2] && nums[n-3] == nums[nums.length-3])
        {
            return true;
        }
        else
        {
            return false;
        }
    }
    else if (n == 5)
    {
        if (nums[0] == nums[nums.length - n] && nums[n - 1] == nums[nums.length - 1] && nums[n-2] == nums[nums.length-2] && nums[n-3] == nums[nums.length-3] && nums[n-4] == nums[nums.length-4])
        {
            return true;
        }
        else
        {
            return false;
        }
    }
    else
    {
        return false;
    }
}

",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4375,0.625,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,0.4375,0.0,0.0,0.375,1.0,1.0,0.875
107,CodeWorkout,"Say that a ""clump"" in an array is a series of 2 or more adjacent elements of the same value. Return the number of clumps in the given array.



##The solution of the given exercise is:
public int countClumps(int[] nums)
{
    int a = 0;
    for (int i = 0; i < nums.length - 1; i++)
    {
        if (nums[i] == nums[i + 1])
        {
            a++;
        }
        if (i + 2 < nums.length && nums[i] == nums[i + 1] && nums[i] == nums[i + 2])
        {
            i++;
        }
        if (i + 3 < nums.length && nums[i] == nums[i + 1] && nums[i] == nums[i + 2] && nums[i] == nums[i + 3])
        {
            i = i + 2;
        }
        if (i + 4 < nums.length && nums[i] == nums[i + 1] && nums[i] == nums[i + 2] && nums[i] == nums[i + 3] && nums[i] == nums[i + 4])
        {
            i = i + 3;
        }
    }
    return a;
}

",0.0,1.0,0.545455,0.545455,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.727273,1.0,0.0909091,0.0909091,0.0909091,0.545455,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.545455,0.181818,1.0,1.0,0.909091,1.0,1.0,0.0
108,CodeWorkout,"Given an array, return an array that contains exactly the same numbers as the original array, but rearranged so that every 4 is immediately followed by a 5. Do not move the 4's, but every other number may move. The array contains the same number of 4's and 5's, and every 4 has a number after it that is not a 4. In this version, 5's may appear anywhere in the original array. (This is a slightly harder version of the fix34 problem.)



##The solution of the given exercise is:
public int[] fix45(int[] nums)
{
    int j = 0;
	for(int i = 0; i < nums.length - 1; i++)
	{
		if(nums[i] == 4 && nums[i+1] != 5)
		{
			for(; !(nums[j] == 5 && (j == 0 || j > 0 && nums[j-1] != 4)); j++);
			nums[j] = nums[i+1];
			nums[i+1] = 5;
		}
	}
	return nums;
}

",1.0,1.0,1.0,0.105263,0.263158,0.0,1.0,1.0,0.0,0.684211,1.0,0.0,1.0,0.0,0.210526,1.0,0.0,0.263158,0.263158,1.0,0.0,0.105263,0.263158,0.0,0.0,1.0,1.0,1.0,0.263158,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.105263
112,CodeWorkout,"Given n >= 0, create an array with the pattern {1, 1, 2, 1, 2, 3, ... 1, 2, 3 .. n} (spaces added to show the grouping). Note that the length of the array will be 1 + 2 + 3 ... + n, which is known to sum to exactly n * (n + 1)/2.



##The solution of the given exercise is:
public int[] seriesUp(int n)
{
    int[] arr = new int[n*(n+1)/2];
    for (int i = 0; i < arr.length; i++)
    {
        arr[0] = 1;
        if (n > 1)
        {
            arr[1] = 1;
            arr[2] = 2;
        }
        if (n > 2)
        {
            arr[3] = 1;
            arr[4] = 2;
            arr[5] = 3;
        }
        if (n > 3)
        {
            arr[6] = 1;
            arr[7] = 2;
            arr[8] = 3;
            arr[9] = 4;
        }
        if (n > 4)
        {
            arr[10] = 1;
            arr[11] = 2;
            arr[12] = 3;
            arr[13] = 4;
            arr[14] = 5;
        }
        if (n > 5)
        {
            arr[15] = 1;
            arr[16] = 2;
            arr[17] = 3;
            arr[18] = 4;
            arr[19] = 5;
            arr[20] = 6;
        }
    }
            return arr;
}

",0.714286,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1428569999999999,1.0,0.0,1.0,0.0,1.0,0.0,0.285714,1.0,0.1428569999999999,1.0,0.1428569999999999,1.0,1.0,0.0,1.0,0.1428569999999999,1.0,0.285714,1.0,0.0,1.0,0.0,1.0,1.0,0.1428569999999999,1.0,0.1428569999999999,1.0
118,CodeWorkout,"Return an array that is ""left shifted"" by one--so for an input of {6, 2, 5, 3}, the method returns {2, 5, 3, 6}. You may modify and return the given array, or return a new array.



##The solution of the given exercise is:
public int[] shiftLeft(int[] nums)
{
    
    if (nums.length > 0)
    {
        int x = nums[0];
    for (int i = 0; i < nums.length; i++)
    {
        if (i < nums.length - 1)
        {
            nums[i] = nums [i + 1];
        }
        else
        {
            nums[i] = x;
        }
    }
    return nums;
    }
    else
    {
        return nums;
    }
}

",0.909091,1.0,1.0,1.0,0.363636,0.0,1.0,1.0,1.0,1.0,1.0,0.272727,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.909091,1.0,0.909091,1.0,1.0,0.909091,1.0,0.0909091,0.0,0.909091,1.0,0.0909091,0.0,0.0,1.0,0.272727,0.0,1.0,0.0909091,0.0
128,CodeWorkout,"Return true if the given string contains a ""bob"" string, but where the middle 'o' character can be any character.



##The solution of the given exercise is:
public boolean bobThere(String str)
{
    int b = str.indexOf(""b"");
    int b2 = str.lastIndexOf(""b"");
    if (b2 < 2)
    {
        return false;
    }
    else if (b >= b2)
    {
        String ch = str.substring(b + 2, b + 3);
        if (ch.equals(""b""))
    	{
        	return true;
    	}
    	else
    	{
        	return false;
    	}
    }
    else if (b < b2)
    {
   		String ch2 = str.substring(b2 - 2, b2 - 1);
    	if (ch2.equals(""b""))
    	{
        	return true;
    	}	
    	else
    	{
        	return false;
    	}
    }
    else
    {
        return false;
    }
}

",0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.444444,0.0,1.0,0.0,0.0,0.0,1.0,0.777778,1.0,0.944444,0.0,1.0,0.5,0.0,0.0,1.0,0.555556,0.277778,0.5,0.333333,0.5,0.666667,1.0,1.0,0.0
232,CodeWorkout,"Given a day of the week encoded as 0 = Sun, 1 = Mon, 2 = Tue, ... 6 = Sat, and a boolean indicating if we are on vacation, return a string of the form ""7:00"" indicating when the alarm clock should ring. Weekdays, the alarm should be ""7:00"" and on the weekend it should be ""10:00"". Unless we are on vacation--then on weekdays it should be ""10:00"" and weekends it should be ""off"".



##The solution of the given exercise is:
public String alarmClock(int day, boolean vacation)
{
    if (vacation == true)
    {
        if (day == 0)
        {
        	return ""off"";
        }
        else if (day == 6)
        {
        	return ""off"";
        }
        else
        {
            return ""10:00"";
        }
    }
    else
    {
    	if (day == 0)
        {
        	return ""10:00"";
        }
        else if (day == 6)
        {
        	return ""10:00"";
        }
        else
        {
            return ""7:00"";
        }
    }
}

",0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.642857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
233,CodeWorkout,"The number 6 is a truly great number. Given two int values, a and b, return true if either one is 6. Or if their sum or difference is 6. Note: the function Math.abs(num) computes the absolute value of a number.



##The solution of the given exercise is:
public boolean love6(int a, int b)
{
    if (a == 6)
    {
        return true;
    }
    else if (b == 6)
    {
        return true;
    }
    else if (a + b == 6)
    {
        return true;
    }
    else if (a - b == 6)
    {
        return true;
    }
    else if (b - a == 6)
    {
        return true;
    }
    else
    {
        return false;
    }
    
}

",0.761905,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.952381,0.0,1.0,0.904762,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.904762,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
234,CodeWorkout,"When squirrels get together for a party, they like to have cigars. A squirrel party is successful when the number of cigars is between 40 and 60, inclusive. Unless it is the weekend, in which case there is no upper bound on the number of cigars. Return true if the party with the given values is successful, or false otherwise.



##The solution of the given exercise is:
public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (isWeekend)
    {
        if (cigars >= 40)
        {
            return true;
        }
        else
        {
            return false;
        }
    }
    else
    {
        if (40 <= cigars)
        {
            if (cigars <= 60)
            {
                return true;
            }
            else
        	{
            	return false;
        	}
        }
        return false;
    }
}

",0.0,1.0,1.0,0.8461540000000001,0.0,0.923077,1.0,0.769231,1.0,0.0,1.0,0.0,0.8461540000000001,0.769231,0.0,0.0,0.0,0.0,0.0,0.769231,0.8461540000000001,0.0,1.0,0.8461540000000001,0.0,0.769231,1.0,1.0,1.0,1.0,0.0,0.6153850000000001,0.8461540000000001,0.0,0.538462,0.8461540000000001,1.0,0.0,0.0,0.0
235,CodeWorkout,"You and your date are trying to get a table at a restaurant. The parameter you is the stylishness of your clothes, in the range 0..10, and date is the stylishness of your date's clothes. Write a method that returns your chances of getting a table, encoded as an int value with 0 = no, 1 = maybe, 2 = yes. If either of you is very stylish, 8 or more, then the result is 2 (yes). With the exception that if either of you has style of 2 or less, then the result is 0 (no). Otherwise the result is 1 (maybe).



##The solution of the given exercise is:
public int dateFashion(int you, int date)
{
    if (you >= 8)
    {
        if (date <= 2)
        {
            return 0;
        }
        else
        {
        	return 2;
        }
    }
    else if (date >= 8)
    {
        if (you <= 2)
        {
            return 0;
        }
        else
        {
        	return 2;
        }
    }
    else
    {
        if (you <= 2)
        {
            return 0;
        }
        else if (date <= 2)
        {
            return 0;
        }
        else
        {
        	return 1;
        }
    }
    
}

",0.5,0.714286,1.0,0.0,1.0,1.0,0.714286,0.714286,1.0,1.0,0.5,0.714286,1.0,1.0,0.0,0.714286,0.714286,0.5,0.714286,1.0,1.0,0.0,1.0,0.0,0.0,0.714286,1.0,1.0,0.714286,0.571429,1.0,0.714286,1.0,0.714286,0.0,0.0,0.714286,1.0,0.714286,1.0
236,CodeWorkout,"You have a green lottery ticket, with ints a, b, and c on it. If the numbers are all different from each other, the result is 0. If all of the numbers are the same, the result is 20. If two of the numbers are the same, the result is 10.



##The solution of the given exercise is:
public int greenTicket(int a, int b, int c)
{
    if (a != b)
    {
        if (a != c)
        {
            if (b != c)
            {
                return 0;
            }
            return 10;
        }
        return 10;
    }
    else
    {
        if (a == c)
        {
            if (b == c)
            {
                return 20;
            }
            return 10;
        }
        return 10;
    }
}

",0.0,0.0,1.0,0.833333,1.0,0.0,0.0,0.0,1.0,0.25,1.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
